"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"90-94 years"	"90-94"	"2021"	"2021"	"Aug., 2021"	"2021/08"	317	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2021"	"2021"	"Sep., 2021"	"2021/09"	339	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2021"	"2021"	"Oct., 2021"	"2021/10"	362	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2021"	"2021"	"Nov., 2021"	"2021/11"	358	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2021"	"2021"	"Dec., 2021"	"2021/12"	400	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Jan., 2020"	"2020/01"	173	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Feb., 2020"	"2020/02"	177	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Mar., 2020"	"2020/03"	196	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Apr., 2020"	"2020/04"	190	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"May, 2020"	"2020/05"	168	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Jun., 2020"	"2020/06"	167	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Jul., 2020"	"2020/07"	183	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Aug., 2020"	"2020/08"	185	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Sep., 2020"	"2020/09"	156	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Oct., 2020"	"2020/10"	225	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Nov., 2020"	"2020/11"	271	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2020"	"2020"	"Dec., 2020"	"2020/12"	246	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Jan., 2021"	"2021/01"	204	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Feb., 2021"	"2021/02"	148	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Mar., 2021"	"2021/03"	122	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Apr., 2021"	"2021/04"	153	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"May, 2021"	"2021/05"	141	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Jun., 2021"	"2021/06"	148	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Jul., 2021"	"2021/07"	156	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Aug., 2021"	"2021/08"	167	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Sep., 2021"	"2021/09"	188	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Oct., 2021"	"2021/10"	199	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Nov., 2021"	"2021/11"	181	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2021"	"2021"	"Dec., 2021"	"2021/12"	195	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Jan., 2020"	"2020/01"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Feb., 2020"	"2020/02"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Mar., 2020"	"2020/03"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Apr., 2020"	"2020/04"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"May, 2020"	"2020/05"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Jun., 2020"	"2020/06"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Jul., 2020"	"2020/07"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Aug., 2020"	"2020/08"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Sep., 2020"	"2020/09"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Oct., 2020"	"2020/10"	65	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Nov., 2020"	"2020/11"	62	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2020"	"2020"	"Dec., 2020"	"2020/12"	76	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Jan., 2021"	"2021/01"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Feb., 2021"	"2021/02"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Mar., 2021"	"2021/03"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Apr., 2021"	"2021/04"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"May, 2021"	"2021/05"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Jun., 2021"	"2021/06"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Jul., 2021"	"2021/07"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Aug., 2021"	"2021/08"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Sep., 2021"	"2021/09"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Oct., 2021"	"2021/10"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Nov., 2021"	"2021/11"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2021"	"2021"	"Dec., 2021"	"2021/12"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Jan., 2020"	"2020/01"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Feb., 2020"	"2020/02"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Mar., 2020"	"2020/03"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Apr., 2020"	"2020/04"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"May, 2020"	"2020/05"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Jun., 2020"	"2020/06"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Jul., 2020"	"2020/07"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Aug., 2020"	"2020/08"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Sep., 2020"	"2020/09"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Oct., 2020"	"2020/10"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Nov., 2020"	"2020/11"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2020"	"2020"	"Dec., 2020"	"2020/12"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Jan., 2021"	"2021/01"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Feb., 2021"	"2021/02"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Mar., 2021"	"2021/03"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Apr., 2021"	"2021/04"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"May, 2021"	"2021/05"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Jun., 2021"	"2021/06"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Jul., 2021"	"2021/07"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Aug., 2021"	"2021/08"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Sep., 2021"	"2021/09"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Oct., 2021"	"2021/10"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Nov., 2021"	"2021/11"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2021"	"2021"	"Dec., 2021"	"2021/12"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Jan., 2020"	"2020/01"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Mar., 2020"	"2020/03"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"May, 2020"	"2020/05"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Jun., 2020"	"2020/06"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Jul., 2020"	"2020/07"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Aug., 2020"	"2020/08"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Sep., 2020"	"2020/09"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Nov., 2020"	"2020/11"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2020"	"2020"	"Dec., 2020"	"2020/12"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Jan., 2021"	"2021/01"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Feb., 2021"	"2021/02"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Apr., 2021"	"2021/04"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"May, 2021"	"2021/05"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Jun., 2021"	"2021/06"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Jul., 2021"	"2021/07"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Aug., 2021"	"2021/08"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Sep., 2021"	"2021/09"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Oct., 2021"	"2021/10"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Nov., 2021"	"2021/11"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"15-19 years"	"15-19"	"2021"	"2021"	"Dec., 2021"	"2021/12"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Jan., 2020"	"2020/01"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Feb., 2020"	"2020/02"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Mar., 2020"	"2020/03"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Apr., 2020"	"2020/04"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"May, 2020"	"2020/05"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Jun., 2020"	"2020/06"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Jul., 2020"	"2020/07"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Aug., 2020"	"2020/08"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Sep., 2020"	"2020/09"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Oct., 2020"	"2020/10"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2020"	"2020"	"Dec., 2020"	"2020/12"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Jan., 2021"	"2021/01"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Feb., 2021"	"2021/02"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Mar., 2021"	"2021/03"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Apr., 2021"	"2021/04"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"May, 2021"	"2021/05"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Jun., 2021"	"2021/06"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Jul., 2021"	"2021/07"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Aug., 2021"	"2021/08"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Sep., 2021"	"2021/09"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Oct., 2021"	"2021/10"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Nov., 2021"	"2021/11"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"20-24 years"	"20-24"	"2021"	"2021"	"Dec., 2021"	"2021/12"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Jan., 2020"	"2020/01"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Feb., 2020"	"2020/02"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Mar., 2020"	"2020/03"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Apr., 2020"	"2020/04"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"May, 2020"	"2020/05"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Jun., 2020"	"2020/06"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Jul., 2020"	"2020/07"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Aug., 2020"	"2020/08"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Sep., 2020"	"2020/09"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Oct., 2020"	"2020/10"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2020"	"2020"	"Dec., 2020"	"2020/12"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Jan., 2021"	"2021/01"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Feb., 2021"	"2021/02"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Mar., 2021"	"2021/03"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Apr., 2021"	"2021/04"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"May, 2021"	"2021/05"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Jun., 2021"	"2021/06"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Jul., 2021"	"2021/07"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Aug., 2021"	"2021/08"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Sep., 2021"	"2021/09"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Oct., 2021"	"2021/10"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Nov., 2021"	"2021/11"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	"2021"	"2021"	"Dec., 2021"	"2021/12"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Jan., 2020"	"2020/01"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Feb., 2020"	"2020/02"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Mar., 2020"	"2020/03"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Apr., 2020"	"2020/04"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"May, 2020"	"2020/05"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Jun., 2020"	"2020/06"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Jul., 2020"	"2020/07"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Aug., 2020"	"2020/08"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Sep., 2020"	"2020/09"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Oct., 2020"	"2020/10"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Nov., 2020"	"2020/11"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2020"	"2020"	"Dec., 2020"	"2020/12"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Jan., 2021"	"2021/01"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Feb., 2021"	"2021/02"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Mar., 2021"	"2021/03"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Apr., 2021"	"2021/04"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"May, 2021"	"2021/05"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Jun., 2021"	"2021/06"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Jul., 2021"	"2021/07"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Aug., 2021"	"2021/08"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Sep., 2021"	"2021/09"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Oct., 2021"	"2021/10"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Nov., 2021"	"2021/11"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	"2021"	"2021"	"Dec., 2021"	"2021/12"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Jan., 2020"	"2020/01"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Feb., 2020"	"2020/02"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Mar., 2020"	"2020/03"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Apr., 2020"	"2020/04"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"May, 2020"	"2020/05"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Jun., 2020"	"2020/06"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Jul., 2020"	"2020/07"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Aug., 2020"	"2020/08"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Sep., 2020"	"2020/09"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Oct., 2020"	"2020/10"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Nov., 2020"	"2020/11"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2020"	"2020"	"Dec., 2020"	"2020/12"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Jan., 2021"	"2021/01"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Feb., 2021"	"2021/02"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Mar., 2021"	"2021/03"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Apr., 2021"	"2021/04"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"May, 2021"	"2021/05"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Jun., 2021"	"2021/06"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Jul., 2021"	"2021/07"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Aug., 2021"	"2021/08"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Sep., 2021"	"2021/09"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Oct., 2021"	"2021/10"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Nov., 2021"	"2021/11"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	"2021"	"2021"	"Dec., 2021"	"2021/12"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Jan., 2020"	"2020/01"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Feb., 2020"	"2020/02"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Mar., 2020"	"2020/03"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Apr., 2020"	"2020/04"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"May, 2020"	"2020/05"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Jun., 2020"	"2020/06"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Jul., 2020"	"2020/07"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Aug., 2020"	"2020/08"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Sep., 2020"	"2020/09"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	"2020"	"2020"	"Oct., 2020"	"2020/10"	35	Not Applicable	Not Applicable
