"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Florida"	"12"	"2020"	"2020"	"60-64 years "	"60-64"	1431566
	"Florida"	"12"	"2020"	"2020"	"65-69 years"	"65-69"	1308870
	"Florida"	"12"	"2020"	"2020"	"70-74 years"	"70-74"	1182366
	"Florida"	"12"	"2020"	"2020"	"75-79 years"	"75-79"	865747
	"Florida"	"12"	"2020"	"2020"	"80-84 years"	"80-84"	578857
	"Florida"	"12"	"2020"	"2020"	"85+ years"	"85+"	583714
"Total"	"Florida"	"12"	"2020"	"2020"			21589602
	"Florida"	"12"	"2021"	"2021"	"0-4 years"	"0-4"	1090617
	"Florida"	"12"	"2021"	"2021"	"5-9 years"	"5-9"	1165078
	"Florida"	"12"	"2021"	"2021"	"10-14 years"	"10-14"	1229532
	"Florida"	"12"	"2021"	"2021"	"15-19 years"	"15-19"	1253662
	"Florida"	"12"	"2021"	"2021"	"20-24 years"	"20-24"	1325054
	"Florida"	"12"	"2021"	"2021"	"25-29 years"	"25-29"	1333194
	"Florida"	"12"	"2021"	"2021"	"30-34 years"	"30-34"	1426903
	"Florida"	"12"	"2021"	"2021"	"35-39 years"	"35-39"	1377403
	"Florida"	"12"	"2021"	"2021"	"40-44 years"	"40-44"	1326677
	"Florida"	"12"	"2021"	"2021"	"45-49 years"	"45-49"	1300946
	"Florida"	"12"	"2021"	"2021"	"50-54 years"	"50-54"	1391582
	"Florida"	"12"	"2021"	"2021"	"55-59 years"	"55-59"	1489282
	"Florida"	"12"	"2021"	"2021"	"60-64 years "	"60-64"	1468756
	"Florida"	"12"	"2021"	"2021"	"65-69 years"	"65-69"	1339428
	"Florida"	"12"	"2021"	"2021"	"70-74 years"	"70-74"	1229358
	"Florida"	"12"	"2021"	"2021"	"75-79 years"	"75-79"	889598
	"Florida"	"12"	"2021"	"2021"	"80-84 years"	"80-84"	597093
	"Florida"	"12"	"2021"	"2021"	"85+ years"	"85+"	593906
"Total"	"Florida"	"12"	"2021"	"2021"			21828069
"Total"	"Florida"	"12"					43417671
	"Georgia"	"13"	"2020"	"2020"	"0-4 years"	"0-4"	637767
	"Georgia"	"13"	"2020"	"2020"	"5-9 years"	"5-9"	680872
	"Georgia"	"13"	"2020"	"2020"	"10-14 years"	"10-14"	748301
	"Georgia"	"13"	"2020"	"2020"	"15-19 years"	"15-19"	759130
	"Georgia"	"13"	"2020"	"2020"	"20-24 years"	"20-24"	736813
	"Georgia"	"13"	"2020"	"2020"	"25-29 years"	"25-29"	746256
	"Georgia"	"13"	"2020"	"2020"	"30-34 years"	"30-34"	734790
	"Georgia"	"13"	"2020"	"2020"	"35-39 years"	"35-39"	717048
	"Georgia"	"13"	"2020"	"2020"	"40-44 years"	"40-44"	690383
	"Georgia"	"13"	"2020"	"2020"	"45-49 years"	"45-49"	704883
	"Georgia"	"13"	"2020"	"2020"	"50-54 years"	"50-54"	699010
	"Georgia"	"13"	"2020"	"2020"	"55-59 years"	"55-59"	700368
	"Georgia"	"13"	"2020"	"2020"	"60-64 years "	"60-64"	627919
	"Georgia"	"13"	"2020"	"2020"	"65-69 years"	"65-69"	522808
	"Georgia"	"13"	"2020"	"2020"	"70-74 years"	"70-74"	427060
	"Georgia"	"13"	"2020"	"2020"	"75-79 years"	"75-79"	276646
	"Georgia"	"13"	"2020"	"2020"	"80-84 years"	"80-84"	168176
	"Georgia"	"13"	"2020"	"2020"	"85+ years"	"85+"	151598
"Total"	"Georgia"	"13"	"2020"	"2020"			10729828
	"Georgia"	"13"	"2021"	"2021"	"0-4 years"	"0-4"	629615
	"Georgia"	"13"	"2021"	"2021"	"5-9 years"	"5-9"	681221
	"Georgia"	"13"	"2021"	"2021"	"10-14 years"	"10-14"	741100
	"Georgia"	"13"	"2021"	"2021"	"15-19 years"	"15-19"	746335
	"Georgia"	"13"	"2021"	"2021"	"20-24 years"	"20-24"	756839
	"Georgia"	"13"	"2021"	"2021"	"25-29 years"	"25-29"	739250
	"Georgia"	"13"	"2021"	"2021"	"30-34 years"	"30-34"	749778
	"Georgia"	"13"	"2021"	"2021"	"35-39 years"	"35-39"	719054
	"Georgia"	"13"	"2021"	"2021"	"40-44 years"	"40-44"	703387
	"Georgia"	"13"	"2021"	"2021"	"45-49 years"	"45-49"	683947
	"Georgia"	"13"	"2021"	"2021"	"50-54 years"	"50-54"	710792
	"Georgia"	"13"	"2021"	"2021"	"55-59 years"	"55-59"	696463
	"Georgia"	"13"	"2021"	"2021"	"60-64 years "	"60-64"	638304
	"Georgia"	"13"	"2021"	"2021"	"65-69 years"	"65-69"	535087
	"Georgia"	"13"	"2021"	"2021"	"70-74 years"	"70-74"	445786
	"Georgia"	"13"	"2021"	"2021"	"75-79 years"	"75-79"	285087
	"Georgia"	"13"	"2021"	"2021"	"80-84 years"	"80-84"	173243
	"Georgia"	"13"	"2021"	"2021"	"85+ years"	"85+"	152741
"Total"	"Georgia"	"13"	"2021"	"2021"			10788029
"Total"	"Georgia"	"13"					21517857
	"Hawaii"	"15"	"2020"	"2020"	"0-4 years"	"0-4"	85261
	"Hawaii"	"15"	"2020"	"2020"	"5-9 years"	"5-9"	89358
	"Hawaii"	"15"	"2020"	"2020"	"10-14 years"	"10-14"	83830
	"Hawaii"	"15"	"2020"	"2020"	"15-19 years"	"15-19"	79106
	"Hawaii"	"15"	"2020"	"2020"	"20-24 years"	"20-24"	90815
	"Hawaii"	"15"	"2020"	"2020"	"25-29 years"	"25-29"	99021
	"Hawaii"	"15"	"2020"	"2020"	"30-34 years"	"30-34"	100476
	"Hawaii"	"15"	"2020"	"2020"	"35-39 years"	"35-39"	99439
	"Hawaii"	"15"	"2020"	"2020"	"40-44 years"	"40-44"	90023
	"Hawaii"	"15"	"2020"	"2020"	"45-49 years"	"45-49"	84989
	"Hawaii"	"15"	"2020"	"2020"	"50-54 years"	"50-54"	86766
	"Hawaii"	"15"	"2020"	"2020"	"55-59 years"	"55-59"	91540
	"Hawaii"	"15"	"2020"	"2020"	"60-64 years "	"60-64"	91685
	"Hawaii"	"15"	"2020"	"2020"	"65-69 years"	"65-69"	85178
	"Hawaii"	"15"	"2020"	"2020"	"70-74 years"	"70-74"	73032
	"Hawaii"	"15"	"2020"	"2020"	"75-79 years"	"75-79"	47944
	"Hawaii"	"15"	"2020"	"2020"	"80-84 years"	"80-84"	30303
	"Hawaii"	"15"	"2020"	"2020"	"85+ years"	"85+"	42277
"Total"	"Hawaii"	"15"	"2020"	"2020"			1451043
	"Hawaii"	"15"	"2021"	"2021"	"0-4 years"	"0-4"	81799
	"Hawaii"	"15"	"2021"	"2021"	"5-9 years"	"5-9"	88069
	"Hawaii"	"15"	"2021"	"2021"	"10-14 years"	"10-14"	83962
	"Hawaii"	"15"	"2021"	"2021"	"15-19 years"	"15-19"	78336
	"Hawaii"	"15"	"2021"	"2021"	"20-24 years"	"20-24"	91941
	"Hawaii"	"15"	"2021"	"2021"	"25-29 years"	"25-29"	94668
	"Hawaii"	"15"	"2021"	"2021"	"30-34 years"	"30-34"	100069
	"Hawaii"	"15"	"2021"	"2021"	"35-39 years"	"35-39"	98998
	"Hawaii"	"15"	"2021"	"2021"	"40-44 years"	"40-44"	91615
	"Hawaii"	"15"	"2021"	"2021"	"45-49 years"	"45-49"	83121
	"Hawaii"	"15"	"2021"	"2021"	"50-54 years"	"50-54"	86809
	"Hawaii"	"15"	"2021"	"2021"	"55-59 years"	"55-59"	89393
	"Hawaii"	"15"	"2021"	"2021"	"60-64 years "	"60-64"	91049
	"Hawaii"	"15"	"2021"	"2021"	"65-69 years"	"65-69"	85988
	"Hawaii"	"15"	"2021"	"2021"	"70-74 years"	"70-74"	76056
	"Hawaii"	"15"	"2021"	"2021"	"75-79 years"	"75-79"	50636
	"Hawaii"	"15"	"2021"	"2021"	"80-84 years"	"80-84"	31625
	"Hawaii"	"15"	"2021"	"2021"	"85+ years"	"85+"	43020
"Total"	"Hawaii"	"15"	"2021"	"2021"			1447154
"Total"	"Hawaii"	"15"					2898197
	"Idaho"	"16"	"2020"	"2020"	"0-4 years"	"0-4"	112263
	"Idaho"	"16"	"2020"	"2020"	"5-9 years"	"5-9"	123597
	"Idaho"	"16"	"2020"	"2020"	"10-14 years"	"10-14"	136362
	"Idaho"	"16"	"2020"	"2020"	"15-19 years"	"15-19"	143362
	"Idaho"	"16"	"2020"	"2020"	"20-24 years"	"20-24"	124558
	"Idaho"	"16"	"2020"	"2020"	"25-29 years"	"25-29"	120069
	"Idaho"	"16"	"2020"	"2020"	"30-34 years"	"30-34"	118341
	"Idaho"	"16"	"2020"	"2020"	"35-39 years"	"35-39"	121305
	"Idaho"	"16"	"2020"	"2020"	"40-44 years"	"40-44"	115090
	"Idaho"	"16"	"2020"	"2020"	"45-49 years"	"45-49"	105448
	"Idaho"	"16"	"2020"	"2020"	"50-54 years"	"50-54"	102487
	"Idaho"	"16"	"2020"	"2020"	"55-59 years"	"55-59"	110376
	"Idaho"	"16"	"2020"	"2020"	"60-64 years "	"60-64"	112041
	"Idaho"	"16"	"2020"	"2020"	"65-69 years"	"65-69"	102389
	"Idaho"	"16"	"2020"	"2020"	"70-74 years"	"70-74"	82710
	"Idaho"	"16"	"2020"	"2020"	"75-79 years"	"75-79"	54403
	"Idaho"	"16"	"2020"	"2020"	"80-84 years"	"80-84"	33506
	"Idaho"	"16"	"2020"	"2020"	"85+ years"	"85+"	30895
"Total"	"Idaho"	"16"	"2020"	"2020"			1849202
	"Idaho"	"16"	"2021"	"2021"	"0-4 years"	"0-4"	112936
	"Idaho"	"16"	"2021"	"2021"	"5-9 years"	"5-9"	126812
	"Idaho"	"16"	"2021"	"2021"	"10-14 years"	"10-14"	137636
	"Idaho"	"16"	"2021"	"2021"	"15-19 years"	"15-19"	145127
	"Idaho"	"16"	"2021"	"2021"	"20-24 years"	"20-24"	131213
	"Idaho"	"16"	"2021"	"2021"	"25-29 years"	"25-29"	122797
	"Idaho"	"16"	"2021"	"2021"	"30-34 years"	"30-34"	123714
	"Idaho"	"16"	"2021"	"2021"	"35-39 years"	"35-39"	124680
	"Idaho"	"16"	"2021"	"2021"	"40-44 years"	"40-44"	121646
	"Idaho"	"16"	"2021"	"2021"	"45-49 years"	"45-49"	107170
	"Idaho"	"16"	"2021"	"2021"	"50-54 years"	"50-54"	106773
	"Idaho"	"16"	"2021"	"2021"	"55-59 years"	"55-59"	109992
	"Idaho"	"16"	"2021"	"2021"	"60-64 years "	"60-64"	115772
	"Idaho"	"16"	"2021"	"2021"	"65-69 years"	"65-69"	106523
	"Idaho"	"16"	"2021"	"2021"	"70-74 years"	"70-74"	88607
	"Idaho"	"16"	"2021"	"2021"	"75-79 years"	"75-79"	56630
	"Idaho"	"16"	"2021"	"2021"	"80-84 years"	"80-84"	35077
	"Idaho"	"16"	"2021"	"2021"	"85+ years"	"85+"	31209
"Total"	"Idaho"	"16"	"2021"	"2021"			1904314
"Total"	"Idaho"	"16"					3753516
	"Illinois"	"17"	"2020"	"2020"	"0-4 years"	"0-4"	726089
	"Illinois"	"17"	"2020"	"2020"	"5-9 years"	"5-9"	765599
	"Illinois"	"17"	"2020"	"2020"	"10-14 years"	"10-14"	831174
	"Illinois"	"17"	"2020"	"2020"	"15-19 years"	"15-19"	854363
	"Illinois"	"17"	"2020"	"2020"	"20-24 years"	"20-24"	842605
	"Illinois"	"17"	"2020"	"2020"	"25-29 years"	"25-29"	874892
	"Illinois"	"17"	"2020"	"2020"	"30-34 years"	"30-34"	867164
	"Illinois"	"17"	"2020"	"2020"	"35-39 years"	"35-39"	863021
	"Illinois"	"17"	"2020"	"2020"	"40-44 years"	"40-44"	814140
	"Illinois"	"17"	"2020"	"2020"	"45-49 years"	"45-49"	796622
	"Illinois"	"17"	"2020"	"2020"	"50-54 years"	"50-54"	808550
	"Illinois"	"17"	"2020"	"2020"	"55-59 years"	"55-59"	853392
	"Illinois"	"17"	"2020"	"2020"	"60-64 years "	"60-64"	815983
	"Illinois"	"17"	"2020"	"2020"	"65-69 years"	"65-69"	681087
	"Illinois"	"17"	"2020"	"2020"	"70-74 years"	"70-74"	535591
	"Illinois"	"17"	"2020"	"2020"	"75-79 years"	"75-79"	358514
	"Illinois"	"17"	"2020"	"2020"	"80-84 years"	"80-84"	238801
	"Illinois"	"17"	"2020"	"2020"	"85+ years"	"85+"	258993
"Total"	"Illinois"	"17"	"2020"	"2020"			12786580
	"Illinois"	"17"	"2021"	"2021"	"0-4 years"	"0-4"	699591
	"Illinois"	"17"	"2021"	"2021"	"5-9 years"	"5-9"	757577
	"Illinois"	"17"	"2021"	"2021"	"10-14 years"	"10-14"	813218
	"Illinois"	"17"	"2021"	"2021"	"15-19 years"	"15-19"	834535
	"Illinois"	"17"	"2021"	"2021"	"20-24 years"	"20-24"	850721
	"Illinois"	"17"	"2021"	"2021"	"25-29 years"	"25-29"	853781
	"Illinois"	"17"	"2021"	"2021"	"30-34 years"	"30-34"	862713
	"Illinois"	"17"	"2021"	"2021"	"35-39 years"	"35-39"	854650
	"Illinois"	"17"	"2021"	"2021"	"40-44 years"	"40-44"	822755
	"Illinois"	"17"	"2021"	"2021"	"45-49 years"	"45-49"	771499
	"Illinois"	"17"	"2021"	"2021"	"50-54 years"	"50-54"	807454
	"Illinois"	"17"	"2021"	"2021"	"55-59 years"	"55-59"	826547
	"Illinois"	"17"	"2021"	"2021"	"60-64 years "	"60-64"	815464
	"Illinois"	"17"	"2021"	"2021"	"65-69 years"	"65-69"	692025
	"Illinois"	"17"	"2021"	"2021"	"70-74 years"	"70-74"	560382
	"Illinois"	"17"	"2021"	"2021"	"75-79 years"	"75-79"	364036
	"Illinois"	"17"	"2021"	"2021"	"80-84 years"	"80-84"	242236
	"Illinois"	"17"	"2021"	"2021"	"85+ years"	"85+"	257285
"Total"	"Illinois"	"17"	"2021"	"2021"			12686469
"Total"	"Illinois"	"17"					25473049
	"Indiana"	"18"	"2020"	"2020"	"0-4 years"	"0-4"	410781
	"Indiana"	"18"	"2020"	"2020"	"5-9 years"	"5-9"	431497
	"Indiana"	"18"	"2020"	"2020"	"10-14 years"	"10-14"	460558
	"Indiana"	"18"	"2020"	"2020"	"15-19 years"	"15-19"	471041
	"Indiana"	"18"	"2020"	"2020"	"20-24 years"	"20-24"	479343
	"Indiana"	"18"	"2020"	"2020"	"25-29 years"	"25-29"	451868
	"Indiana"	"18"	"2020"	"2020"	"30-34 years"	"30-34"	432742
	"Indiana"	"18"	"2020"	"2020"	"35-39 years"	"35-39"	431085
	"Indiana"	"18"	"2020"	"2020"	"40-44 years"	"40-44"	414771
	"Indiana"	"18"	"2020"	"2020"	"45-49 years"	"45-49"	410928
	"Indiana"	"18"	"2020"	"2020"	"50-54 years"	"50-54"	413818
	"Indiana"	"18"	"2020"	"2020"	"55-59 years"	"55-59"	447024
	"Indiana"	"18"	"2020"	"2020"	"60-64 years "	"60-64"	431598
	"Indiana"	"18"	"2020"	"2020"	"65-69 years"	"65-69"	367434
	"Indiana"	"18"	"2020"	"2020"	"70-74 years"	"70-74"	288830
	"Indiana"	"18"	"2020"	"2020"	"75-79 years"	"75-79"	191055
	"Indiana"	"18"	"2020"	"2020"	"80-84 years"	"80-84"	125561
	"Indiana"	"18"	"2020"	"2020"	"85+ years"	"85+"	128865
"Total"	"Indiana"	"18"	"2020"	"2020"			6788799
	"Indiana"	"18"	"2021"	"2021"	"0-4 years"	"0-4"	405593
	"Indiana"	"18"	"2021"	"2021"	"5-9 years"	"5-9"	432950
	"Indiana"	"18"	"2021"	"2021"	"10-14 years"	"10-14"	456201
	"Indiana"	"18"	"2021"	"2021"	"15-19 years"	"15-19"	464849
	"Indiana"	"18"	"2021"	"2021"	"20-24 years"	"20-24"	492114
	"Indiana"	"18"	"2021"	"2021"	"25-29 years"	"25-29"	449791
	"Indiana"	"18"	"2021"	"2021"	"30-34 years"	"30-34"	441751
	"Indiana"	"18"	"2021"	"2021"	"35-39 years"	"35-39"	431131
	"Indiana"	"18"	"2021"	"2021"	"40-44 years"	"40-44"	424102
	"Indiana"	"18"	"2021"	"2021"	"45-49 years"	"45-49"	399352
	"Indiana"	"18"	"2021"	"2021"	"50-54 years"	"50-54"	418664
	"Indiana"	"18"	"2021"	"2021"	"55-59 years"	"55-59"	435402
	"Indiana"	"18"	"2021"	"2021"	"60-64 years "	"60-64"	434645
	"Indiana"	"18"	"2021"	"2021"	"65-69 years"	"65-69"	374926
	"Indiana"	"18"	"2021"	"2021"	"70-74 years"	"70-74"	303881
	"Indiana"	"18"	"2021"	"2021"	"75-79 years"	"75-79"	193296
	"Indiana"	"18"	"2021"	"2021"	"80-84 years"	"80-84"	127361
	"Indiana"	"18"	"2021"	"2021"	"85+ years"	"85+"	127523
"Total"	"Indiana"	"18"	"2021"	"2021"			6813532
"Total"	"Indiana"	"18"					13602331
	"Iowa"	"19"	"2020"	"2020"	"0-4 years"	"0-4"	190841
	"Iowa"	"19"	"2020"	"2020"	"5-9 years"	"5-9"	199626
	"Iowa"	"19"	"2020"	"2020"	"10-14 years"	"10-14"	215133
	"Iowa"	"19"	"2020"	"2020"	"15-19 years"	"15-19"	223238
	"Iowa"	"19"	"2020"	"2020"	"20-24 years"	"20-24"	230591
	"Iowa"	"19"	"2020"	"2020"	"25-29 years"	"25-29"	201497
	"Iowa"	"19"	"2020"	"2020"	"30-34 years"	"30-34"	193033
	"Iowa"	"19"	"2020"	"2020"	"35-39 years"	"35-39"	205060
	"Iowa"	"19"	"2020"	"2020"	"40-44 years"	"40-44"	191254
	"Iowa"	"19"	"2020"	"2020"	"45-49 years"	"45-49"	177943
	"Iowa"	"19"	"2020"	"2020"	"50-54 years"	"50-54"	185308
	"Iowa"	"19"	"2020"	"2020"	"55-59 years"	"55-59"	207931
	"Iowa"	"19"	"2020"	"2020"	"60-64 years "	"60-64"	207481
	"Iowa"	"19"	"2020"	"2020"	"65-69 years"	"65-69"	181420
	"Iowa"	"19"	"2020"	"2020"	"70-74 years"	"70-74"	141051
	"Iowa"	"19"	"2020"	"2020"	"75-79 years"	"75-79"	93889
	"Iowa"	"19"	"2020"	"2020"	"80-84 years"	"80-84"	67330
	"Iowa"	"19"	"2020"	"2020"	"85+ years"	"85+"	77945
"Total"	"Iowa"	"19"	"2020"	"2020"			3190571
	"Iowa"	"19"	"2021"	"2021"	"0-4 years"	"0-4"	187458
	"Iowa"	"19"	"2021"	"2021"	"5-9 years"	"5-9"	200364
	"Iowa"	"19"	"2021"	"2021"	"10-14 years"	"10-14"	211861
	"Iowa"	"19"	"2021"	"2021"	"15-19 years"	"15-19"	221933
	"Iowa"	"19"	"2021"	"2021"	"20-24 years"	"20-24"	235653
	"Iowa"	"19"	"2021"	"2021"	"25-29 years"	"25-29"	201155
	"Iowa"	"19"	"2021"	"2021"	"30-34 years"	"30-34"	195043
	"Iowa"	"19"	"2021"	"2021"	"35-39 years"	"35-39"	203745
	"Iowa"	"19"	"2021"	"2021"	"40-44 years"	"40-44"	197724
	"Iowa"	"19"	"2021"	"2021"	"45-49 years"	"45-49"	174501
	"Iowa"	"19"	"2021"	"2021"	"50-54 years"	"50-54"	185897
	"Iowa"	"19"	"2021"	"2021"	"55-59 years"	"55-59"	200398
	"Iowa"	"19"	"2021"	"2021"	"60-64 years "	"60-64"	209030
	"Iowa"	"19"	"2021"	"2021"	"65-69 years"	"65-69"	184149
	"Iowa"	"19"	"2021"	"2021"	"70-74 years"	"70-74"	149495
	"Iowa"	"19"	"2021"	"2021"	"75-79 years"	"75-79"	94833
	"Iowa"	"19"	"2021"	"2021"	"80-84 years"	"80-84"	67341
	"Iowa"	"19"	"2021"	"2021"	"85+ years"	"85+"	77109
"Total"	"Iowa"	"19"	"2021"	"2021"			3197689
"Total"	"Iowa"	"19"					6388260
	"Kansas"	"20"	"2020"	"2020"	"0-4 years"	"0-4"	181254
	"Kansas"	"20"	"2020"	"2020"	"5-9 years"	"5-9"	193455
	"Kansas"	"20"	"2020"	"2020"	"10-14 years"	"10-14"	206387
	"Kansas"	"20"	"2020"	"2020"	"15-19 years"	"15-19"	209901
	"Kansas"	"20"	"2020"	"2020"	"20-24 years"	"20-24"	218094
	"Kansas"	"20"	"2020"	"2020"	"25-29 years"	"25-29"	192419
	"Kansas"	"20"	"2020"	"2020"	"30-34 years"	"30-34"	186027
	"Kansas"	"20"	"2020"	"2020"	"35-39 years"	"35-39"	193735
	"Kansas"	"20"	"2020"	"2020"	"40-44 years"	"40-44"	176745
	"Kansas"	"20"	"2020"	"2020"	"45-49 years"	"45-49"	164526
	"Kansas"	"20"	"2020"	"2020"	"50-54 years"	"50-54"	164856
	"Kansas"	"20"	"2020"	"2020"	"55-59 years"	"55-59"	185744
	"Kansas"	"20"	"2020"	"2020"	"60-64 years "	"60-64"	184012
	"Kansas"	"20"	"2020"	"2020"	"65-69 years"	"65-69"	158429
	"Kansas"	"20"	"2020"	"2020"	"70-74 years"	"70-74"	122636
	"Kansas"	"20"	"2020"	"2020"	"75-79 years"	"75-79"	81306
	"Kansas"	"20"	"2020"	"2020"	"80-84 years"	"80-84"	55009
	"Kansas"	"20"	"2020"	"2020"	"85+ years"	"85+"	63384
"Total"	"Kansas"	"20"	"2020"	"2020"			2937919
	"Kansas"	"20"	"2021"	"2021"	"0-4 years"	"0-4"	177332
	"Kansas"	"20"	"2021"	"2021"	"5-9 years"	"5-9"	192332
	"Kansas"	"20"	"2021"	"2021"	"10-14 years"	"10-14"	204064
	"Kansas"	"20"	"2021"	"2021"	"15-19 years"	"15-19"	207317
	"Kansas"	"20"	"2021"	"2021"	"20-24 years"	"20-24"	222881
	"Kansas"	"20"	"2021"	"2021"	"25-29 years"	"25-29"	191250
	"Kansas"	"20"	"2021"	"2021"	"30-34 years"	"30-34"	186229
	"Kansas"	"20"	"2021"	"2021"	"35-39 years"	"35-39"	192980
	"Kansas"	"20"	"2021"	"2021"	"40-44 years"	"40-44"	181821
	"Kansas"	"20"	"2021"	"2021"	"45-49 years"	"45-49"	161388
	"Kansas"	"20"	"2021"	"2021"	"50-54 years"	"50-54"	165548
	"Kansas"	"20"	"2021"	"2021"	"55-59 years"	"55-59"	178452
	"Kansas"	"20"	"2021"	"2021"	"60-64 years "	"60-64"	184641
	"Kansas"	"20"	"2021"	"2021"	"65-69 years"	"65-69"	161744
	"Kansas"	"20"	"2021"	"2021"	"70-74 years"	"70-74"	129783
	"Kansas"	"20"	"2021"	"2021"	"75-79 years"	"75-79"	82605
	"Kansas"	"20"	"2021"	"2021"	"80-84 years"	"80-84"	55411
	"Kansas"	"20"	"2021"	"2021"	"85+ years"	"85+"	62144
"Total"	"Kansas"	"20"	"2021"	"2021"			2937922
"Total"	"Kansas"	"20"					5875841
	"Kentucky"	"21"	"2020"	"2020"	"0-4 years"	"0-4"	267376
	"Kentucky"	"21"	"2020"	"2020"	"5-9 years"	"5-9"	276500
	"Kentucky"	"21"	"2020"	"2020"	"10-14 years"	"10-14"	292426
	"Kentucky"	"21"	"2020"	"2020"	"15-19 years"	"15-19"	294378
	"Kentucky"	"21"	"2020"	"2020"	"20-24 years"	"20-24"	302417
	"Kentucky"	"21"	"2020"	"2020"	"25-29 years"	"25-29"	300085
	"Kentucky"	"21"	"2020"	"2020"	"30-34 years"	"30-34"	286312
	"Kentucky"	"21"	"2020"	"2020"	"35-39 years"	"35-39"	281597
	"Kentucky"	"21"	"2020"	"2020"	"40-44 years"	"40-44"	278561
	"Kentucky"	"21"	"2020"	"2020"	"45-49 years"	"45-49"	279636
	"Kentucky"	"21"	"2020"	"2020"	"50-54 years"	"50-54"	284745
	"Kentucky"	"21"	"2020"	"2020"	"55-59 years"	"55-59"	308157
	"Kentucky"	"21"	"2020"	"2020"	"60-64 years "	"60-64"	294248
	"Kentucky"	"21"	"2020"	"2020"	"65-69 years"	"65-69"	254784
	"Kentucky"	"21"	"2020"	"2020"	"70-74 years"	"70-74"	206411
	"Kentucky"	"21"	"2020"	"2020"	"75-79 years"	"75-79"	133799
	"Kentucky"	"21"	"2020"	"2020"	"80-84 years"	"80-84"	85983
	"Kentucky"	"21"	"2020"	"2020"	"85+ years"	"85+"	80030
"Total"	"Kentucky"	"21"	"2020"	"2020"			4507445
	"Kentucky"	"21"	"2021"	"2021"	"0-4 years"	"0-4"	264152
	"Kentucky"	"21"	"2021"	"2021"	"5-9 years"	"5-9"	277368
	"Kentucky"	"21"	"2021"	"2021"	"10-14 years"	"10-14"	289794
	"Kentucky"	"21"	"2021"	"2021"	"15-19 years"	"15-19"	287318
	"Kentucky"	"21"	"2021"	"2021"	"20-24 years"	"20-24"	307133
	"Kentucky"	"21"	"2021"	"2021"	"25-29 years"	"25-29"	295640
	"Kentucky"	"21"	"2021"	"2021"	"30-34 years"	"30-34"	293478
	"Kentucky"	"21"	"2021"	"2021"	"35-39 years"	"35-39"	279086
	"Kentucky"	"21"	"2021"	"2021"	"40-44 years"	"40-44"	282628
	"Kentucky"	"21"	"2021"	"2021"	"45-49 years"	"45-49"	270916
	"Kentucky"	"21"	"2021"	"2021"	"50-54 years"	"50-54"	286474
	"Kentucky"	"21"	"2021"	"2021"	"55-59 years"	"55-59"	300616
	"Kentucky"	"21"	"2021"	"2021"	"60-64 years "	"60-64"	295467
	"Kentucky"	"21"	"2021"	"2021"	"65-69 years"	"65-69"	258310
	"Kentucky"	"21"	"2021"	"2021"	"70-74 years"	"70-74"	215919
	"Kentucky"	"21"	"2021"	"2021"	"75-79 years"	"75-79"	135610
	"Kentucky"	"21"	"2021"	"2021"	"80-84 years"	"80-84"	87309
	"Kentucky"	"21"	"2021"	"2021"	"85+ years"	"85+"	79371
"Total"	"Kentucky"	"21"	"2021"	"2021"			4506589
"Total"	"Kentucky"	"21"					9014034
	"Louisiana"	"22"	"2020"	"2020"	"0-4 years"	"0-4"	291132
	"Louisiana"	"22"	"2020"	"2020"	"5-9 years"	"5-9"	298865
	"Louisiana"	"22"	"2020"	"2020"	"10-14 years"	"10-14"	313762
	"Louisiana"	"22"	"2020"	"2020"	"15-19 years"	"15-19"	308327
	"Louisiana"	"22"	"2020"	"2020"	"20-24 years"	"20-24"	311005
	"Louisiana"	"22"	"2020"	"2020"	"25-29 years"	"25-29"	315866
	"Louisiana"	"22"	"2020"	"2020"	"30-34 years"	"30-34"	320846
	"Louisiana"	"22"	"2020"	"2020"	"35-39 years"	"35-39"	316419
	"Louisiana"	"22"	"2020"	"2020"	"40-44 years"	"40-44"	284796
	"Louisiana"	"22"	"2020"	"2020"	"45-49 years"	"45-49"	265720
	"Louisiana"	"22"	"2020"	"2020"	"50-54 years"	"50-54"	275889
	"Louisiana"	"22"	"2020"	"2020"	"55-59 years"	"55-59"	304443
	"Louisiana"	"22"	"2020"	"2020"	"60-64 years "	"60-64"	297321
	"Louisiana"	"22"	"2020"	"2020"	"65-69 years"	"65-69"	254196
	"Louisiana"	"22"	"2020"	"2020"	"70-74 years"	"70-74"	199545
	"Louisiana"	"22"	"2020"	"2020"	"75-79 years"	"75-79"	130002
	"Louisiana"	"22"	"2020"	"2020"	"80-84 years"	"80-84"	84042
	"Louisiana"	"22"	"2020"	"2020"	"85+ years"	"85+"	79488
"Total"	"Louisiana"	"22"	"2020"	"2020"			4651664
	"Louisiana"	"22"	"2021"	"2021"	"0-4 years"	"0-4"	284539
	"Louisiana"	"22"	"2021"	"2021"	"5-9 years"	"5-9"	298275
	"Louisiana"	"22"	"2021"	"2021"	"10-14 years"	"10-14"	308678
	"Louisiana"	"22"	"2021"	"2021"	"15-19 years"	"15-19"	302554
	"Louisiana"	"22"	"2021"	"2021"	"20-24 years"	"20-24"	316834
	"Louisiana"	"22"	"2021"	"2021"	"25-29 years"	"25-29"	303431
